,frog,bird,dog,car,step,murmullo
3179,"[[88 0.5 -115]
 [86 0.5 -146]
 [89 0.5 -79]
 [107 0.5 -113]]","[[141 0.5 -168]
 [130 0.5 -122]]",[],[],[],[]
3180,"[[171 0.5 -166]
 [88 0.5 -102]
 [113 0.5 -174]]","[[146 0.5 -144]
 [108 0.5 -79]
 [109 0.5 -172]]",[[235 0.5 -238]],[],[],[]
3181,"[[83 0.5 -88]
 [131 0.5 -151]
 [82 0.5 -118]]","[[100 0.5 -114]
 [84 0.5 -165]
 [167 0.5 -83]
 [202 0.5 -192]]",[],[],[[178 0.5 -72]],[]
3182,"[[127 0.5 -141]
 [127 0.5 -80]
 [89 0.5 -90]]","[[115 9.5 -79]
 [191 9.5 -196]]",[[12 0.5 -7]],[],[],[]
3183,"[[142 0.5 -75]
 [165 0.5 -127]
 [138 0.5 -106]
 [140 0.5 -173]]","[[172 17.5 -137]
 [114 17.5 -122]
 [129 17.5 -118]]",[],[[246 1.0 -247]],[],[]
3184,"[[170 0.5 -145]
 [93 0.5 -159]]","[[118 16.5 -112]
 [102 16.5 -132]]",[],[],[],[]
3185,"[[142 0.5 -112]
 [81 0.5 -168]
 [137 0.5 -158]]","[[96 13.5 -119]
 [173 13.5 -77]
 [154 13.5 -135]
 [214 13.5 -42]]",[],[],[],[]
3186,"[[100 0.5 -133]
 [113 0.5 -170]
 [155 0.5 -135]
 [155 0.5 -121]]","[[78 2.5 -84]
 [81 2.5 -138]]",[],[[240 1.0 -238]],[],[]
3187,"[[169 0.5 -151]
 [132 0.5 -84]
 [166 0.5 -119]]","[[164 11.5 -84]
 [54 11.5 -176]]",[],[],"[[178 0.5 -212]
 [226 0.5 -239]]",[]
3188,"[[128 0.5 -171]
 [162 0.5 -133]]","[[113 5.5 -120]
 [84 5.5 -100]
 [42 5.5 -50]]",[[14 0.5 -245]],[[6 1.0 -9]],[],[]
3189,"[[103 0.5 -77]
 [95 0.5 -105]
 [120 0.5 -148]
 [101 0.5 -84]]","[[75 1.5 -110]
 [213 1.5 -181]
 [20 1.5 -233]]",[[7 0.5 -12]],[],[],[]
3190,"[[82 0.5 -82]
 [144 0.5 -97]
 [162 0.5 -148]
 [120 0.5 -81]
 [53 0.5 -201]]","[[122 18.5 -81]
 [203 18.5 -61]]",[[234 0.5 -13]],[],[],[]
3191,"[[77 0.5 -75]
 [83 0.5 -83]
 [118 0.5 -140]]","[[150 6.5 -128]
 [152 6.5 -142]
 [42 6.5 -52]]",[],[],[],[]
3192,"[[118 0.5 -128]
 [168 0.5 -169]]","[[107 14.5 -102]
 [173 14.5 -137]
 [27 14.5 -187]]",[],[],[],[]
3193,"[[171 0.5 -83]
 [158 0.5 -139]]","[[118 0.5 -110]
 [123 0.5 -123]]",[],[],[],[]
3194,"[[152 0.5 -130]
 [113 0.5 -141]]","[[144 2.5 -92]
 [178 2.5 -48]]",[],[],[],[]
3195,"[[148 0.5 -113]
 [81 0.5 -130]
 [55 0.5 -44]]","[[112 8.5 -99]
 [157 8.5 -144]]",[],[],[],[]
3196,"[[123 0.5 -135]
 [114 0.5 -122]
 [148 0.5 -119]
 [55 0.5 -54]]","[[103 2.5 -127]
 [162 2.5 -174]]",[[47 0.5 -199]],[],[],[]
3197,"[[90 0.5 -145]
 [158 0.5 -167]]","[[105 11.5 -107]
 [165 11.5 -89]
 [135 11.5 -107]
 [27 11.5 -210]]",[],[],[],[]
3198,"[[132 0.5 -100]
 [77 0.5 -134]
 [144 0.5 -113]]","[[115 18.5 -174]
 [157 18.5 -156]
 [48 18.5 -222]]",[[8 0.5 -227]],[],[],[[20 1.5 -23]]
3199,"[[168 0.5 -78]
 [159 0.5 -83]
 [79 0.5 -117]]","[[127 1.5 -142]
 [127 1.5 -168]]",[],[],[],[]
3200,"[[83 0.5 -136]
 [141 0.5 -86]]",[[135 15.5 -173]],[],[],[],[]
3201,"[[102 0.5 -131]
 [134 0.5 -163]
 [141 0.5 -144]]","[[91 0.5 -143]
 [47 0.5 -56]]",[[1 0.5 -241]],[],[],[]
3202,"[[88 0.5 -117]
 [122 0.5 -128]]","[[171 14.5 -115]
 [95 14.5 -83]
 [99 14.5 -169]
 [73 14.5 -212]]",[],[],[],[]
3203,"[[107 0.5 -167]
 [123 0.5 -105]
 [173 0.5 -102]]","[[174 1.5 -98]
 [153 1.5 -111]
 [33 1.5 -65]]",[],[],[],[]
3204,"[[75 0.5 -110]
 [102 0.5 -162]
 [111 0.5 -80]]",[[99 2.5 -157]],[],[],[],[[66 1.5 -188]]
3205,"[[160 0.5 -140]
 [98 0.5 -97]]",[[168 19.5 -86]],[],[],[],[]
3206,"[[98 0.5 -132]
 [112 0.5 -135]
 [80 0.5 -86]
 [110 0.5 -109]]","[[134 13.5 -97]
 [156 13.5 -129]
 [70 13.5 -224]]",[],[],[],[]
3207,"[[132 0.5 -136]
 [166 0.5 -134]
 [138 0.5 -82]]","[[127 6.5 -113]
 [51 6.5 -56]]",[],[],[],[]
3208,"[[80 0.5 -97]
 [138 0.5 -128]
 [166 0.5 -154]
 [161 0.5 -98]]","[[89 3.5 -138]
 [169 3.5 -151]]",[],[],[],[[202 1.5 -68]]
3209,"[[117 0.5 -80]
 [130 0.5 -79]
 [105 0.5 -139]]",[[85 9.5 -173]],[[237 0.5 -8]],[[244 1.0 -4]],[],[[31 1.5 -180]]
3210,"[[106 0.5 -104]
 [110 0.5 -88]
 [147 0.5 -173]
 [84 0.5 -100]]",[[127 10.5 -88]],[[20 0.5 0]],[],[],[[37 1.5 -71]]
3211,"[[143 0.5 -109]
 [93 0.5 -118]
 [131 0.5 -161]]",[[144 16.5 -155]],[],[[17 1.0 -240]],[],[]
3212,"[[89 0.5 -148]
 [148 0.5 -140]
 [123 0.5 -110]]",[[116 1.5 -147]],[],[[238 1.0 -21]],[],[]
3213,"[[131 0.5 -85]
 [144 0.5 -157]
 [103 0.5 -76]
 [81 0.5 -128]]",[[159 15.5 -82]],[[240 0.5 -246]],[[243 1.0 -229]],[],[]
3214,"[[77 0.5 -122]
 [170 0.5 -120]
 [91 0.5 -153]]","[[75 5.5 -133]
 [92 5.5 -156]]",[[236 0.5 -242]],[],[],[]
3215,"[[144 0.5 -148]
 [110 0.5 -163]]","[[110 2.5 -161]
 [107 2.5 -155]]",[],[],[],[[223 1.5 -73]]
3216,"[[118 0.5 -133]
 [111 0.5 -122]]","[[165 9.5 -102]
 [141 9.5 -152]]",[],[],[],[[238 1.5 -7]]
3217,"[[117 0.5 -81]
 [160 0.5 -97]]","[[86 0.5 -167]
 [137 0.5 -165]
 [171 0.5 -138]]",[],[],[],[]
3218,"[[174 0.5 -159]
 [84 0.5 -108]]","[[104 19.5 -103]
 [61 19.5 -50]]",[[244 0.5 -4]],[],[],[[228 1.5 -7]]
3219,"[[130 0.5 -143]
 [132 0.5 -172]]","[[115 8.5 -144]
 [64 8.5 -32]]",[],[],[[0 0.5 -18]],[]
3220,"[[168 0.5 -149]
 [159 0.5 -122]]","[[85 8.5 -83]
 [219 8.5 -178]]",[[3 0.5 -239]],[],[],[]
3221,"[[83 0.5 -98]
 [77 0.5 -107]
 [127 0.5 -143]]","[[116 8.5 -135]
 [114 8.5 -91]
 [120 8.5 -136]
 [38 8.5 -42]]",[],[],[],[[63 1.5 -190]]
3222,"[[146 0.5 -173]
 [156 0.5 -136]
 [96 0.5 -173]]","[[170 7.5 -156]
 [148 7.5 -144]
 [73 7.5 -178]]",[],[],[[19 0.5 -229]],[]
3223,"[[79 0.5 -142]
 [164 0.5 -101]]","[[122 0.5 -162]
 [63 0.5 -61]]",[],[],[],[]
3224,"[[76 0.5 -98]
 [102 0.5 -142]]","[[157 12.5 -96]
 [191 12.5 -42]]",[],[],[],[]
3225,"[[134 0.5 -128]
 [97 0.5 -165]
 [103 0.5 -154]]",[[123 15.5 -169]],[[181 0.5 -52]],[],[],[]
3226,"[[136 0.5 -145]
 [88 0.5 -119]
 [87 0.5 -146]
 [144 0.5 -80]]","[[127 12.5 -122]
 [82 12.5 -75]
 [226 12.5 -236]]",[[24 0.5 -226]],[],[],[]
3227,"[[116 0.5 -128]
 [120 0.5 -129]]","[[169 2.5 -151]
 [209 2.5 -178]]",[[13 0.5 -248]],[],[],[[212 1.5 -205]]
3228,"[[98 0.5 -95]
 [150 0.5 -76]
 [135 0.5 -161]
 [224 0.5 -56]]","[[152 1.5 -76]
 [93 1.5 -93]
 [107 1.5 -133]
 [39 1.5 -187]]",[[17 0.5 -229]],[],[],[]
3229,"[[107 0.5 -83]
 [113 0.5 -138]
 [108 0.5 -167]
 [146 0.5 -173]]","[[151 15.5 -105]
 [92 15.5 -131]
 [130 15.5 -162]]",[],[],[],[]
3230,"[[113 0.5 -76]
 [112 0.5 -86]]",[[85 5.5 -107]],[],[],[[245 0.5 -19]],[]
3231,"[[164 0.5 -170]
 [76 0.5 -147]]",[[162 11.5 -95]],[],[[12 1.0 -20]],[],[]
3232,"[[118 0.5 -121]
 [145 0.5 -144]
 [105 0.5 -97]
 [140 0.5 -93]]",[[123 14.5 -167]],[[17 0.5 -18]],[],[],[]
3233,"[[144 0.5 -103]
 [83 0.5 -105]
 [96 0.5 -140]]","[[172 10.5 -138]
 [23 10.5 -7]]",[[248 0.5 -226]],[[15 1.0 -248]],[],[]
3234,"[[129 0.5 -123]
 [133 0.5 -137]
 [127 0.5 -157]]","[[120 15.5 -88]
 [139 15.5 -100]
 [158 15.5 -107]
 [183 15.5 -26]]",[],[],[],[[8 1.5 -16]]
3235,"[[89 0.5 -104]
 [156 0.5 -173]]","[[96 0.5 -85]
 [199 0.5 -52]]",[],[],[],[]
3236,"[[102 0.5 -91]
 [79 0.5 -110]]","[[143 19.5 -135]
 [134 19.5 -117]
 [80 19.5 -112]]",[],[],[[36 0.5 -60]],[]
3237,"[[97 0.5 -91]
 [110 0.5 -139]]","[[76 10.5 -174]
 [76 10.5 -78]
 [30 10.5 -59]]",[[22 0.5 -6]],[],[],[]
3238,"[[79 0.5 -132]
 [161 0.5 -140]
 [106 0.5 -163]
 [115 0.5 -88]]","[[120 6.5 -102]
 [169 6.5 -122]
 [74 6.5 -182]]",[[15 0.5 -12]],[],[],[]
3239,"[[101 0.5 -100]
 [160 0.5 -162]]","[[160 17.5 -161]
 [104 17.5 -123]
 [243 17.5 -227]]",[],[],[[13 0.5 -15]],[]
3240,"[[122 0.5 -122]
 [174 0.5 -96]
 [170 0.5 -112]
 [151 0.5 -137]]","[[75 0.5 -170]
 [40 0.5 -35]]",[],[],[],[]
3241,"[[82 0.5 -120]
 [102 0.5 -100]]","[[153 18.5 -173]
 [102 18.5 -150]
 [94 18.5 -131]]",[],[],[],[]
3242,"[[93 0.5 -79]
 [145 0.5 -155]]","[[123 5.5 -144]
 [180 5.5 -31]]",[[1 0.5 -19]],[],[],[[2 1.5 -13]]
3243,"[[122 0.5 -122]
 [82 0.5 -159]]",[[112 1.5 -161]],[],[],[[5 0.5 -249]],[]
3244,"[[166 0.5 -91]
 [95 0.5 -112]]","[[139 8.5 -143]
 [139 8.5 -136]
 [206 8.5 -65]]",[],[],[],[]
3245,"[[150 0.5 -167]
 [105 0.5 -157]
 [55 0.5 -196]]","[[127 13.5 -139]
 [155 13.5 -93]
 [179 13.5 -202]]",[[239 0.5 -3]],[],[[190 0.5 -69]],[[180 1.5 -186]]
3246,"[[94 0.5 -87]
 [105 0.5 -109]
 [140 0.5 -111]]","[[147 14.5 -139]
 [213 14.5 -183]]",[],[],[],[]
3247,"[[77 0.5 -139]
 [137 0.5 -80]]","[[135 7.5 -131]
 [219 7.5 -188]]",[[232 0.5 -239]],[],[],[]
3248,"[[94 0.5 -134]
 [160 0.5 -132]]","[[86 13.5 -102]
 [162 13.5 -152]
 [110 13.5 -144]
 [28 13.5 -36]]",[],[],[],[]
3249,"[[85 0.5 -157]
 [97 0.5 -105]]","[[114 11.5 -139]
 [205 11.5 -32]]",[],[],[],[]
3250,"[[149 0.5 -92]
 [97 0.5 -122]
 [134 0.5 -112]]","[[136 2.5 -123]
 [76 2.5 -120]
 [143 2.5 -83]
 [25 2.5 -181]]",[],[],[],[]
3251,"[[139 0.5 -104]
 [77 0.5 -159]
 [39 0.5 -192]]","[[155 13.5 -143]
 [151 13.5 -104]
 [47 13.5 -60]]",[[233 0.5 -241]],[],[],[]
3252,"[[139 0.5 -161]
 [91 0.5 -99]]","[[150 8.5 -77]
 [162 8.5 -135]]",[],[],[],[]
3253,"[[76 0.5 -110]
 [95 0.5 -169]]","[[83 6.5 -128]
 [112 6.5 -160]
 [149 6.5 -98]
 [192 6.5 -29]]",[],[],[],[[72 1.5 -51]]
3254,"[[161 0.5 -169]
 [165 0.5 -80]
 [117 0.5 -116]]","[[103 12.5 -164]
 [105 12.5 -114]
 [218 12.5 -191]]",[],[],[],[[30 1.5 -26]]
3255,"[[162 0.5 -118]
 [89 0.5 -101]]","[[130 10.5 -90]
 [213 10.5 -213]]",[[27 0.5 -180]],[],[],[[7 1.5 -241]]
3256,"[[146 0.5 -81]
 [138 0.5 -110]
 [142 0.5 -122]
 [108 0.5 -167]]","[[91 7.5 -76]
 [89 7.5 -131]]",[],[],[],[]
3257,"[[158 0.5 -145]
 [160 0.5 -139]
 [102 0.5 -114]]","[[133 14.5 -90]
 [80 14.5 -84]]",[[22 0.5 -13]],[],[],[]
3258,"[[116 0.5 -130]
 [152 0.5 -106]]","[[94 3.5 -101]
 [118 3.5 -114]
 [171 3.5 -123]
 [187 3.5 -34]]",[[29 0.5 -183]],[],[],[]
3259,"[[157 0.5 -123]
 [134 0.5 -82]
 [97 0.5 -108]
 [114 0.5 -145]]",[[78 1.5 -114]],[],[],[],[]
3260,"[[157 0.5 -141]
 [172 0.5 -169]
 [42 0.5 -26]]","[[141 2.5 -83]
 [93 2.5 -129]
 [121 2.5 -89]
 [58 2.5 -205]]",[[239 0.5 -240]],[],[],[[193 1.5 -211]]
3261,"[[120 0.5 -90]
 [127 0.5 -133]]","[[164 4.5 -109]
 [112 4.5 -102]
 [168 4.5 -122]
 [205 4.5 -50]]",[[249 0.5 -3]],[],[],[]
3262,"[[83 0.5 -150]
 [158 0.5 -77]]","[[120 15.5 -134]
 [28 15.5 -46]]",[[3 0.5 -248]],[],[],[]
3263,"[[152 0.5 -135]
 [106 0.5 -85]
 [83 0.5 -174]
 [85 0.5 -105]]",[[152 5.5 -112]],[],[[11 1.0 -3]],[],[]
3264,"[[140 0.5 -82]
 [156 0.5 -76]
 [148 0.5 -85]]","[[108 6.5 -162]
 [45 6.5 -184]]",[[242 0.5 -245]],[],[],[]
3265,"[[80 0.5 -157]
 [137 0.5 -75]]",[[149 2.5 -142]],[[14 0.5 -235]],[],[],[]
3266,"[[104 0.5 -85]
 [115 0.5 -83]]","[[128 10.5 -106]
 [83 10.5 -75]
 [150 10.5 -92]
 [66 10.5 -179]]",[[22 0.5 -242]],[],[[205 0.5 -48]],[]
3267,"[[75 0.5 -151]
 [113 0.5 -138]]","[[141 0.5 -136]
 [77 0.5 -148]
 [150 0.5 -169]]",[],[],[],[]
3268,"[[157 0.5 -161]
 [153 0.5 -89]]","[[161 12.5 -87]
 [217 12.5 -45]]",[],[],[[68 0.5 -73]],[]
3269,"[[144 0.5 -101]
 [160 0.5 -103]]","[[101 2.5 -148]
 [140 2.5 -123]
 [191 2.5 -57]]",[],[[23 1.0 -13]],[],[[209 1.5 -218]]
3270,"[[129 0.5 -120]
 [98 0.5 -147]]","[[141 15.5 -86]
 [163 15.5 -134]]",[[57 0.5 -65]],[],[],[]
3271,"[[103 0.5 -143]
 [123 0.5 -114]
 [168 0.5 -156]
 [145 0.5 -85]]","[[102 8.5 -94]
 [53 8.5 -27]]",[],[],[],[]
3272,"[[150 0.5 -167]
 [99 0.5 -166]]","[[172 5.5 -89]
 [158 5.5 -76]
 [161 5.5 -138]
 [60 5.5 -50]]",[[227 0.5 -247]],[],[],[[229 1.5 -240]]
3273,"[[118 0.5 -146]
 [131 0.5 -151]]","[[90 15.5 -170]
 [173 15.5 -146]]",[[231 0.5 -236]],[],"[[71 0.5 -213]
 [230 0.5 -227]]",[]
3274,"[[93 0.5 -133]
 [120 0.5 -104]]","[[158 12.5 -159]
 [146 12.5 -137]
 [165 12.5 -82]
 [223 12.5 -58]]",[[20 0.5 -226]],[],[],[]
3275,"[[161 0.5 -111]
 [143 0.5 -144]
 [136 0.5 -140]]","[[123 6.5 -100]
 [172 6.5 -152]]",[[42 0.5 -59]],[],[],[]
3276,"[[144 0.5 -121]
 [147 0.5 -159]]","[[117 5.5 -142]
 [216 5.5 -73]]",[],[],[],[]
3277,"[[106 0.5 -143]
 [97 0.5 -157]
 [88 0.5 -132]
 [75 0.5 -85]]","[[100 10.5 -89]
 [96 10.5 -78]]",[],[[236 1.0 -228]],[],[]
3278,"[[129 0.5 -167]
 [127 0.5 -174]
 [94 0.5 -109]]","[[159 10.5 -153]
 [137 10.5 -163]
 [120 10.5 -137]
 [209 10.5 -211]]",[],[],[],[]
3279,"[[107 0.5 -115]
 [165 0.5 -115]
 [93 0.5 -111]]","[[100 0.5 -76]
 [47 0.5 -30]]",[[24 0.5 0]],[],"[[59 0.5 -44]
 [18 0.5 -226]]",[]
3280,"[[129 0.5 -117]
 [86 0.5 -108]]",[[133 13.5 -89]],[],[],[],[]
3281,"[[84 0.5 -76]
 [104 0.5 -121]
 [128 0.5 -173]
 [173 0.5 -113]]","[[153 17.5 -160]
 [144 17.5 -174]
 [57 17.5 -206]]",[],[],[[59 0.5 -64]],[]
3282,"[[164 0.5 -92]
 [139 0.5 -91]
 [127 0.5 -116]]",[[96 10.5 -100]],[],[],[],[]
3283,"[[84 0.5 -149]
 [153 0.5 -82]]","[[164 18.5 -105]
 [106 18.5 -94]
 [79 18.5 -75]
 [194 18.5 -215]
 [9 18.5 -12]]",[],[],[],[[9 1.5 -18]]
3284,"[[75 0.5 -143]
 [82 0.5 -162]
 [41 0.5 -35]]","[[116 6.5 -165]
 [77 6.5 -168]]",[],[],[],[]
3285,"[[76 0.5 -83]
 [155 0.5 -137]
 [111 0.5 -173]
 [208 0.5 -180]]","[[129 3.5 -93]
 [86 3.5 -118]
 [119 3.5 -75]]",[],[],[],[]
3286,"[[138 0.5 -121]
 [105 0.5 -132]
 [112 0.5 -142]]","[[152 11.5 -76]
 [68 11.5 -178]]",[],[],[],[]
3287,"[[138 0.5 -151]
 [98 0.5 -151]]","[[164 6.5 -113]
 [140 6.5 -163]
 [160 6.5 -122]]",[[240 0.5 -232]],[],[],[]
3288,"[[153 0.5 -123]
 [145 0.5 -160]
 [115 0.5 -111]
 [191 0.5 -192]]","[[146 15.5 -95]
 [142 15.5 -148]
 [86 15.5 -167]
 [73 15.5 -45]]",[],[],[],[]
3289,"[[77 0.5 -128]
 [152 0.5 -114]]","[[120 14.5 -143]
 [80 14.5 -102]
 [150 14.5 -100]]",[],[],[],[]
3290,"[[121 0.5 -107]
 [150 0.5 -173]]",[[92 10.5 -135]],[[22 0.5 -19]],[],[],[]
3291,"[[134 0.5 -79]
 [92 0.5 -162]
 [158 0.5 -155]
 [223 0.5 -196]]","[[95 0.5 -81]
 [215 0.5 -204]]",[[237 0.5 -24]],[],[],[]
3292,"[[159 0.5 -116]
 [89 0.5 -166]]","[[149 9.5 -101]
 [89 9.5 -92]
 [211 9.5 -32]]",[],[],[],[]
3293,"[[160 0.5 -133]
 [136 0.5 -136]]",[[123 15.5 -92]],[],[],[],[]
3294,"[[121 0.5 -127]
 [116 0.5 -82]]","[[111 6.5 -112]
 [210 6.5 -178]]",[],[],[],[]
3295,"[[78 0.5 -101]
 [120 0.5 -172]
 [89 0.5 -120]
 [156 0.5 -144]]","[[78 11.5 -150]
 [215 11.5 -30]]",[],[],[],[]
3296,"[[132 0.5 -91]
 [148 0.5 -109]]","[[113 0.5 -162]
 [157 0.5 -84]
 [153 0.5 -123]
 [194 0.5 -200]]",[[11 0.5 -231]],[],[],[]
3297,"[[75 0.5 -158]
 [101 0.5 -121]]","[[150 3.5 -97]
 [173 3.5 -161]]",[[240 0.5 -23]],[],[],[]
3298,"[[143 0.5 -160]
 [82 0.5 -86]
 [97 0.5 -108]
 [137 0.5 -107]]","[[139 18.5 -138]
 [75 18.5 -138]
 [201 18.5 -180]
 [237 18.5 -22]]",[[11 0.5 -11]],[],[[22 0.5 -8]],[]
3299,"[[107 0.5 -151]
 [87 0.5 -99]
 [139 0.5 -80]
 [26 0.5 -223]]",[[80 18.5 -133]],[],[],[],[]
3300,"[[132 0.5 -165]
 [123 0.5 -119]]",[[98 9.5 -127]],[],[[229 1.0 -243]],[],[]
3301,"[[95 0.5 -156]
 [104 0.5 -78]]",[[171 19.5 -97]],[],[],[],[]
3302,"[[115 0.5 -102]
 [141 0.5 -116]]","[[160 4.5 -94]
 [116 4.5 -115]
 [176 4.5 -49]]",[],[],[],[]
3303,"[[174 0.5 -87]
 [99 0.5 -117]]","[[170 11.5 -94]
 [142 11.5 -136]
 [86 11.5 -162]
 [185 11.5 -25]]",[[20 0.5 -1]],[],[],[]
3304,"[[110 0.5 -92]
 [111 0.5 -118]
 [141 0.5 -99]
 [85 0.5 -164]]","[[135 18.5 -119]
 [154 18.5 -82]
 [65 18.5 -191]]",[],[[228 1.0 -11]],[[212 0.5 -224]],[]
3305,"[[81 0.5 -86]
 [107 0.5 -115]
 [119 0.5 -91]]","[[151 9.5 -154]
 [83 9.5 -172]
 [32 9.5 -191]]",[],[],[],[]
3306,"[[79 0.5 -154]
 [152 0.5 -133]]","[[102 16.5 -117]
 [117 16.5 -94]]",[[232 0.5 -19]],[],[],[]
3307,"[[81 0.5 -77]
 [99 0.5 -140]]",[[94 13.5 -92]],"[[192 0.5 -205]
 [233 0.5 -23]]",[],[],[]
3308,"[[105 0.5 -79]
 [106 0.5 -142]
 [162 0.5 -108]]","[[169 18.5 -78]
 [156 18.5 -159]]",[],[[238 1.0 -22]],[],[]
3309,"[[159 0.5 -97]
 [128 0.5 -141]]","[[128 9.5 -90]
 [118 9.5 -153]
 [172 9.5 -101]
 [66 9.5 -188]]",[[13 0.5 -228]],[],[[243 0.5 -238]],[]
3310,"[[82 0.5 -166]
 [163 0.5 -118]]","[[170 18.5 -104]
 [133 18.5 -150]]",[[230 0.5 -239]],[],[],[]
3311,"[[171 0.5 -77]
 [76 0.5 -90]]","[[153 10.5 -168]
 [81 10.5 -114]]",[],[],[],[[7 1.5 -16]]
3312,"[[154 0.5 -155]
 [90 0.5 -145]
 [165 0.5 -92]]","[[97 15.5 -132]
 [71 15.5 -35]]",[[70 0.5 -61]],[[5 1.0 -8]],[],[]
3313,"[[82 0.5 -93]
 [103 0.5 -80]
 [144 0.5 -146]
 [28 0.5 -194]]",[[167 13.5 -149]],[[240 0.5 -22]],[],[],[]
3314,"[[97 0.5 -149]
 [166 0.5 -153]]","[[122 18.5 -143]
 [31 18.5 -70]]",[],[],[],[]
3315,"[[85 0.5 -142]
 [161 0.5 -123]]","[[101 15.5 -158]
 [102 15.5 -138]
 [54 15.5 -217]]",[],[],[],[]
3316,"[[104 0.5 -144]
 [95 0.5 -117]]","[[162 4.5 -139]
 [156 4.5 -120]
 [172 4.5 -145]]",[],[],[],[]
3317,"[[131 0.5 -103]
 [141 0.5 -131]
 [90 0.5 -118]]","[[102 3.5 -122]
 [162 3.5 -104]
 [203 3.5 -72]]",[[247 0.5 -227]],[],[],[]
3318,"[[86 0.5 -164]
 [84 0.5 -139]]","[[156 16.5 -150]
 [64 16.5 -50]]",[],[],[],[[18 1.5 -238]]
3319,"[[106 0.5 -77]
 [173 0.5 -115]]","[[85 7.5 -172]
 [138 7.5 -81]
 [66 7.5 -62]]",[],[],[],[]
3320,"[[160 0.5 -119]
 [97 0.5 -84]
 [106 0.5 -98]]","[[118 1.5 -121]
 [163 1.5 -92]
 [207 1.5 -187]]",[[238 0.5 -3]],[[7 1.0 -7]],[],[]
3321,"[[134 0.5 -99]
 [75 0.5 -86]
 [163 0.5 -91]
 [173 0.5 -96]]","[[148 9.5 -131]
 [141 9.5 -123]]",[],[],[],[]
3322,"[[92 0.5 -117]
 [174 0.5 -86]
 [78 0.5 -129]]","[[159 1.5 -144]
 [169 1.5 -170]
 [107 1.5 -172]]",[],[],[],[[11 1.5 -12]]
3323,"[[84 0.5 -140]
 [127 0.5 -86]
 [170 0.5 -99]]","[[109 14.5 -152]
 [99 14.5 -108]
 [39 14.5 -62]]",[[0 0.5 -12]],[],[],[]
3324,"[[107 0.5 -149]
 [142 0.5 -161]]","[[111 0.5 -165]
 [213 0.5 -188]]",[[22 0.5 -8]],[[10 1.0 -18]],[[48 0.5 -198]],[]
3325,"[[128 0.5 -94]
 [122 0.5 -114]]","[[162 0.5 -94]
 [140 0.5 -78]
 [25 0.5 -192]]",[],[],[],[]
3326,"[[120 0.5 -85]
 [114 0.5 -169]]","[[149 3.5 -164]
 [193 3.5 -59]]",[],[],[],[[206 1.5 -73]]
3327,"[[98 0.5 -112]
 [166 0.5 -139]]","[[170 16.5 -106]
 [131 16.5 -93]
 [156 16.5 -111]
 [71 16.5 -215]]",[],[],[],[]
3328,"[[143 0.5 -129]
 [94 0.5 -93]]","[[122 11.5 -122]
 [160 11.5 -145]]",[],[],[],[[27 1.5 -212]]
3329,"[[131 0.5 -123]
 [132 0.5 -162]
 [97 0.5 -170]]","[[106 16.5 -113]
 [164 16.5 -151]
 [140 16.5 -83]
 [44 16.5 -184]]",[[24 0.5 -248]],[],[[194 0.5 -72]],[]
3330,"[[94 0.5 -105]
 [170 0.5 -96]
 [162 0.5 -151]
 [97 0.5 -138]
 [192 0.5 -199]]",[[136 19.5 -91]],[[22 0.5 -22]],[],[],[]
3331,"[[128 0.5 -173]
 [95 0.5 -122]
 [122 0.5 -130]
 [189 0.5 -71]]","[[139 17.5 -118]
 [68 17.5 -28]]",[],[],[],[]
3332,"[[153 0.5 -128]
 [156 0.5 -130]
 [170 0.5 -132]
 [153 0.5 -149]]",[[84 8.5 -138]],[],[],[],[]
3333,"[[75 0.5 -84]
 [79 0.5 -137]]","[[149 1.5 -169]
 [167 1.5 -148]
 [74 1.5 -183]]",[[4 0.5 -17]],[],[],[]
3334,"[[109 0.5 -86]
 [79 0.5 -148]]",[[157 1.5 -95]],[],[],[],[]
3335,"[[86 0.5 -115]
 [150 0.5 -167]]","[[174 13.5 -79]
 [130 13.5 -99]]",[[3 0.5 -239]],[],[],[]
3336,"[[154 0.5 -120]
 [91 0.5 -81]
 [133 0.5 -86]]",[[123 16.5 -140]],[],[[23 1.0 -17]],[],[]
3337,"[[90 0.5 -119]
 [91 0.5 -98]
 [118 0.5 -111]]","[[134 7.5 -87]
 [88 7.5 -129]
 [112 7.5 -174]]",[[180 0.5 -26]],[],[],[]
3338,"[[102 0.5 -159]
 [143 0.5 -102]]","[[104 18.5 -103]
 [112 18.5 -150]]",[[241 0.5 -3]],[],[],[]
3339,"[[159 0.5 -95]
 [107 0.5 -150]]","[[81 2.5 -80]
 [147 2.5 -139]
 [142 2.5 -110]
 [55 2.5 -179]]","[[60 0.5 -195]
 [246 0.5 -229]]",[],[],[]
3340,"[[152 0.5 -94]
 [145 0.5 -154]
 [87 0.5 -174]]","[[107 1.5 -163]
 [120 1.5 -129]
 [142 1.5 -131]
 [200 1.5 -46]]",[],[],[],[]
3341,"[[105 0.5 -153]
 [131 0.5 -149]]","[[146 15.5 -168]
 [42 15.5 -58]
 [10 15.5 -232]]",[],[],[],[]
3342,"[[137 0.5 -115]
 [149 0.5 -154]]","[[82 6.5 -162]
 [212 6.5 -181]]",[],[],[],[]
3343,"[[77 0.5 -149]
 [158 0.5 -132]]","[[172 2.5 -159]
 [84 2.5 -88]]",[],[],[],[]
